OBJECTID,NAME_OF_SE,ALT_NAME,STREETNAME,WARD_S,PLANNING_U,LATITUDE,LONGITUDE,REGION,WATER_SUPP,SANITATION,REFUSE,ELECTRIC_2,UNIREFCODE,EST_HHC,NUSP_CAT,SHAPE_Length,SHAPE_Area
111,Umlazi - N - N1,N1,Mabhunu Sabela Avenue / Masakhane Road,85,Umlazi - N,"-29,9681507292299","30,8798198485001",Southern,1 Standpipe,Pit Privies,C&SW contractor,Yes,I0565,19,B2,0.00236338629553967,1.20004734810765e-07
112,Umlazi - N - N4,N4,Zamokuhle Street,82,Umlazi - N,"-29,95837458308","30,8773363447501",Southern,TBC,Pit Privies,C&SW contractor,Yes,I0302,63,B1,0.00574786470614042,5.71862269971652e-07
113,Umlazi - N - N3,N3,Mbhele Place,82,Umlazi - N,"-29,9588240963142","30,8750520680001",Southern,Ablution Facility Taps,Ablution Facility,C&SW contractor,Planned,I0301,195,B1,0.0128531179203932,2.30811266849576e-06
114,Umlazi - Z - Sukuma (Z),Sukuma (Z),South Spinal Road / Simalane Drive,85,Umlazi - Z / Umlazi - AA,"-29,9823019798707","30,8831362885001",Southern,1 Standpipe,Pit Privies,C&SW contractor,Planned,I0813,19,B2,0.00331794163517656,1.10785274648261e-07
115,Stmote 2, ,83239 Trk & 300066 Str,99,Clansthal,"-30,183999576986","30,7555840427366",Southern,TBC,TBC,C&SW contractor,Planned,I0532,14,B2,0.00417172418258065,2.28241402978174e-07
116,Umlazi - N - Shazi Rd,Umlazi - - N Shazi Rd,Shazi Road / Phila Ndwandwe,85,Umlazi - N,"-29,9651979817064","30,8776056535002",Southern,TBC,TBC,C&SW contractor,TBC,I0874,39,B1,0.00500887562401797,4.44990841643603e-07
117,Folweni sites, ,Spine / Bhekiziyha / Thasoso,95 / 67,Folweni / Adams Rural,"-30,001106332609","30,8218910030001",Southern,TBC,Pit Privies,C&SW contractor,Yes,I0880,539,B1/B2,0.118292842036469,3.59539856528407e-05
118,Umlazi - N - Maponya / Nkusi,Maponya / Nkusi,Maponya Street / Nkosi Avenue,82,Umlazi - N,"-29,9589180269422","30,8816304897501",Southern,TBC,TBC,C&SW contractor,Planned,I0300,10,B1,0.00189868300134803,6.51382187581969e-08
119,Umlazi - N - NX2,NX2,Mthembu Place,82,Umlazi - N,"-29,957248737573","30,8817778589415",Southern,TBC,Pit Privies,C&SW contractor,Yes,I0305,12,B1,0.00128679352806072,6.85085027373385e-08
120,Umlazi - Q - QX6,QX6,Mkhiwane Street,87/86,Umlazi - Q / Umlazi - Z,"-29,9826046927261","30,8858069540523",Southern,Ablution Facility Taps,Ablution Facility,C&SW contractor,Yes,I0321,238,B1,0.0141832560080984,2.79036751776888e-06
121,Umlazi - Z - Z7,Z7,South Spinal Road / Malusi Cele Avenue / Inqawe Circle,85,Umlazi - Z / Umlazi - U,"-29,9885631503933","30,8851730630001",Southern,Standpipes,VIPs,C&SW contractor,Planned,I0357,46,B1,0.00616731611291217,4.99942568015802e-07
122,Umlazi - Z - ZX7,ZX7,South Spinal Road / Mkhathali Drive,86,Umlazi - Z,"-29,9950065314438","30,8788600331375",Southern,Standpipes,Pit Privies,C&SW contractor,Planned_street lights,I0558,116,B2,0.0176757802865303,3.92000178232854e-06
123,Umlazi - R - DX4,DX4,Siyaya Street and Griffiths Mxenge Highway,88,Umlazi - R / Umlazi - D / Umlazi - W,"-29,9641773527495","30,8938948366718",Southern,Ablution Facility Taps & 1 Standpipe,Ablution Facility,C&SW contractor,Planned,I0323,189,B1,0.00839700525783134,1.28148062902025e-06
124,Umlazi - Q - QX4,QX4,Ngwenya Road / Phahla Street / Malizwenda Road,87,Umlazi - Q,"-29,9790034883351","30,8907824305002",Southern,Ablution Facility Taps & 2 Standpipe,Ablution Facility,C&SW contractor,Yes,I0320,92,B1,0.00591576800424798,1.14951077341613e-06
125,Umlazi - R - R6 (West),R6 (West),Griffiths Mxenge Highway / Ndokwenhle Street,82,Umlazi - R,"-29,9629322685921","30,8933959097502",Southern,Ablution Facility Taps,Ablution Facility,C&SW contractor,Yes_Under Construction,I0325,187,B1,0.012358858630068,1.70127873181781e-06
126,Umlazi - Z - Z9,Z9,Khonto Circle / Silwanendlala Grove,85,Umlazi - Z,"-29,987216771293","30,8781279485001",Southern,Yes,VIPs,C&SW contractor,Planned_street lights,I0359,16,B1,0.00423718571575784,3.51969970779004e-07
127,Umlazi - Z - Z1,Z1,Mkhonto Circle Smomondiya Grove / South Spinal Road,85,Umlazi - Z,"-29,9859463662588","30,874780076",Southern,Yes,VIPs,C&SW contractor,Planned_street lights,I0354,31,B1,0.0105316691197882,8.01430503503472e-07
128,Umlazi - Z - Rd 107164,Rd 107164 Umlazi - Z,107164 Street / Gum Tree Crescent,85,Umlazi - Z,"-29,9846972765014","30,8893446347656",Southern,TBC,TBC,C&SW contractor,Planned,I0352,35,B1,0.00409118545893868,6.10884286107528e-07
129,Umlazi - Q - Q16,Q16,Maviyo Road / Mkhiwane Street,87,Umlazi - Q,"-29,9824637048296","30,8882149765001",Southern,Ablution Facility Taps,Ablution Facility,C&SW contractor,Planned,I0315,250,B1,0.0201420262060056,2.72172066616396e-06
130,Umlazi - G - GX7 (Danisa Village),GX7 (Danisa Village),Esduardo Mondlane,82,Umlazi - G,"-29,955636917564","30,886541777",Southern,Ablution Facility Taps,Ablution Facility,C&SW contractor,Yes,I0205,222,B1,0.0190474456386969,1.33326517690886e-06
131,Umlazi - H - HX1,HX1,King Dingane Road/ 120732 Street,82,Umlazi - H / Umlazi - N,"-29,9567236151173","30,8794164980001",Southern,TBC,Pit Privies,C&SW contractor,Yes,I0552,452,B2,0.0320936996469498,3.93730902670834e-06
132,Umlazi - H - WX2 (White City),WX2 (White City),Esduardo Mondlane Road / Blessing Mabaso Road,82,Umlazi - H,"-29,9572870240277","30,8837427681693",Southern,Ablution Facility Taps & Standpipes,Ablution Facility,C&SW contractor,Yes,I0258,218,A,0.0172416962672661,1.39720651285988e-06
133,Umlazi - G - GX11 (Khayelihle),GX11 (Khayelihle),Sbusiso Mdakane Drive / Nunu Shezi Drive,79,Umlazi - G,"-29,9451029602961","30,8835095023205",Southern,TBC,VIPs,C&SW contractor,Yes,I0246,84,A,0.00957819822589599,5.40379176793508e-07
134,Umlazi - Z - Z8,Z8,Ingilosi Close,85,Umlazi - Z,"-29,9908998665798","30,8794373145001",Southern,Yes,VIPs,C&SW contractor,Planned_street lights,I0358,16,A,0.0035997257234114,1.83816611390511e-07
135,Umlazi - Z - Z6,Z6,Inqawe Circle / Mamthombeni Close,85,Umlazi - Z,"-29,9878130559218","30,8846951477501",Southern,Ablution Facility Taps,Ablution Facility,C&SW contractor,Planned_street lights,I0356,29,A,0.00394677300998294,1.78219561955281e-07
136,Umlazi - U - U2 (Ezitimeleni),Umlazi - Part 3 - U2 ( Ezitimeleni),Phutumani Avenue / Cwebile Place,86,Umlazi - U,"-29,9932493943161","30,8853987565001",Southern,Yes,VIPs,C&SW contractor,Planned_street lights,I0336,21,A,0.00252532587925472,1.12687584078617e-07
137,Umlazi - Z - Island (Z),Island (Z),South Spinal Road,85/86,Umlazi - Z / Umlazi - U,"-29,9866914110992","30,8860070192501",Southern,Ablution Facility Taps & 1 Standpipe,Ablution Facility & Pit Privies,C&SW contractor,Yes,I0351,72,B1,0.00755540807444612,7.98666349330598e-07
138,Umlazi - R - R10 (Mapetla),R10 (Mapetla),Ekuphileni Road / Vusi Mtshali Drive,85,Umlazi - R,"-29,968972433006","30,8819087622883",Southern,Ablution Facility Taps,Ablution Facility & Pit Privies,C&SW contractor,Yes,I0568,37,B2,0.00326451446331574,2.77648895116737e-07
139,Umlazi - R - RX1,RX1,Madadeni Close / Njilo Crescent,82,Umlazi - R,"-29,9662332921524","30,8902077910001",Southern,TBC,Pit Privies,C&SW contractor,Yes,I0703,11,B2,0.00180418018747279,7.58024411497401e-08
140,Umlazi - U - U (Phola Park),U (Phola Park),South Spinal Road,85/86,Umlazi - U,"-29,9911600633189","30,8846539744864",Southern,TBC,Pit Privies,C&SW contractor,Yes,I0334,61,B1,0.00707110990651294,4.770454916988e-07
141,Umlazi - Z - ZX2,ZX2,South Spinal Road / Malusi Cele Avenue,85,Umlazi - Z,"-29,9900228295497","30,8842197090082",Southern,Ablution Facility Taps & Standpipes,Ablution Facility,C&SW contractor,Planned,I0361,115,B1,0.00546465538826863,1.46040202976366e-06
142,Umlazi - R, ,Mayibuye Road,82,Umlazi - R,"-29,9628636291893","30,8907261622502",Southern,Ablution Facility Taps,Ablution facility & Pit privies,C&SW contractor,Planned,I0322,40,B1,0.00467084057009766,2.99474552897436e-07
143,Samseni 1, ,Hillary Road / N2,99,Craigieburn,"-30,2142536394907","30,7720141810126",Southern,Ablution Facility Taps & 1 Standpipe,Ablution Facility,C&SW contractor,Planned,I0606,166,B2,0.0120477629056503,1.85471734503779e-06
144,Stomote(Hull Valley), ,300095 Street / M529,99,Clansthal,"-30,1873929672047","30,7429374892502",Southern,TBC,Pit Privies,C&SW contractor,Planned,I0195,252,B1,0.048119170215954,9.36441015857361e-06
145,Hull Valley, ,M529,99,Clansthal,"-30,1916705567089","30,7418744375001",Southern,TBC,Pit Privies,C&SW contractor,Yes,I0088,119,B1,0.0124404052623308,2.35263319428809e-06
146,Samseni 2, ,N2,99,Craigieburn,"-30,2142604978437","30,7738693660001",Southern,Ablution Facility Taps & 1 Standpipe,Ablution Facilty,C&SW contractor,Planned,I0608,127,B2,0.00539003442325061,4.04311546482988e-07
147,London Farm, ,R78,99,Craigieburn,"-30,2073541387825","30,7599985827742",Southern,TBC,Pit Privies,C&SW contractor,Planned,I0609,81,B2,0.00720010028693593,1.55849675647972e-06
148,Magabheni, ,Sibhakada Road,99,Magabeni,"-30,1696796214699","30,7716135005339",Southern,Ablution Facility Taps & Standpipes,Ablution facility & Pit Privies,C&SW contractor,TBC,I0845,35,C,0.00264484375410125,1.49722639407934e-07
149,Ehlathini, ,Maqhelefika Road,99,Clansthal,"-30,1923482422831","30,7448628250001",Southern,TBC,TBC,C&SW contractor,TBC,I0909,33,B2,0.0146520264496749,1.45095989915032e-06
150,Umlazi - G - GX2 (Maputo) Overspill,GX2 ( Maputo),Imvubu Street / Umonya Road,79,Umlazi - G,"-29,9508780227167","30,8871424625",Southern,TBC,VIPs,C&SW contractor,Yes,I0247,22,B1,0.00412115993965013,2.59966408663973e-07
151,Umlazi - J - J2,J2,King Dingane Road / Griffiths Mxenge Highway,83,Umlazi - J,"-29,9587470016942","30,8646408640719",Southern,Ablution Facility Taps,Ablution Facility,C&SW contractor,Yes,I0263,248,B1,0.0106336845365668,1.6776843256492e-06
152,Umlazi - J - JX1,JX1,Griffiths Mxenge Highway,78,Umlazi - J,"-29,9607424744368","30,8591623880001",Southern,Ablution Facility Taps,Ablution Facilty,C&SW contractor,Yes,I0266,213,B1,0.017905013366586,1.6859868525416e-06
153,Umlazi - L - LX7,LX7,1130 Street / Griffiths Mxenge Highway,83/78,Umlazi - L,"-29,9612281687973","30,8604193710001",Southern,Ablution Facility Taps & Standpipes,Ablution Facility,C&SW contractor,Yes,I0288,312,B1,0.0160785631645013,2.09067406588708e-06
154,Umlazi - L - LX3 (Shayamoya),LX3 (Shayamoya),Sithole Road / 1130 Street / Griffiths Mxenge Highway,83,Umlazi - L / Umlazi - M,"-29,9609068752227","30,8646315365001",Southern,Ablution Facility Taps,Ablution Facilty,C&SW contractor,Yes,I0562,126,B2,0.00636718149196937,6.98458743987431e-07
155,Umlazi - N - N10 (Menzi),N2 (Menzi),1202 Street / Griffiths Mxenge,82,Umlazi - N,"-29,9617350185164","30,8724375555001",Southern,Ablution Facility Taps,Ablution Facility,C&SW contractor,Yes,I0566,140,B2,0.0168507468961435,1.00618747934676e-06
156,Umlazi - M - M1,M1,Emthethweni Road / Griffiths Mxenge Highway,83,Umlazi - M,"-29,9627854975748","30,8715309959777",Southern,Ablution Facility Taps & 1 Standpipe,Ablution Facility,C&SW contractor,Planned,I0290,181,B1,0.00595932161271407,1.04414617643439e-06
157,Umlazi - M - M2,"M2, Umlazi - Part 6 (MX5,M12,M18)",Njokweni Crescent / Ngwemabala Place,83,Umlazi - M / Umlazi - N,"-29,9643392936501","30,8727530220001",Southern,Ablution Facility Taps,Ablution Facility,C&SW contractor,Yes,I0563,175,C,0.00959519686578889,1.33296545831127e-06
158,Umlazi - L - L2 (Egcakini),L2 (Egcakini),1115 Road / Ngangenkomeo Way,83,Umlazi - L,"-29,9681793477028","30,8603816098424",Southern,Ablution Facility Taps,Ablution Facility,C&SW contractor,Yes,I0286,257,B1,0.00981403265664565,2.50589034982047e-06
159,Umlazi - L - L2,L2,1103 Street / Ngangenkomeo Way,83,Umlazi - L,"-29,9679395393067","30,8617415910001",Southern,Ablution Facility Taps,Ablution Facility,C&SW contractor,Yes,I0285,79,B1,0.00554484163024614,6.59624594053149e-07
160,Umlazi - L - L12 (Ekuthuleni),L12 (Ekuthuleni),1103 Street / Corner Kick Way / Ekuthuleni Close,83,Umlazi - L,"-29,968745453251","30,8630211240001",Southern,Ablution Facility Taps,Ablution Facility,C&SW contractor,Yes,I0284,397,B1,0.0106594949774405,2.58215317362917e-06
161,Umlazi - K - K16/17,K16/17,Mpevu Road / Umzimvubu Road,78,Umlazi - K,"-29,9702211137198","30,8557185275001",Southern,Ablution Facility Taps,Ablution Facility,C&SW contractor,Planned,I0277,107,B1,0.00994339284469253,1.17858589743668e-06
162,Umlazi - L - LX1 (Kwaphumephethe),LX1 (Kwaphumephethe),Mugabe Road,83,Umlazi - L / Umlazi - AA,"-29,9746285673487","30,8680561305",Southern,TBC,Pit Privies,C&SW contractor,Yes,I0559,54,C,0.00432924085644411,3.77736837096933e-07
163,Umlazi - M - M8/9/10,"M8/9/10, Umlazi - Part 6, MX7",Sukuma Road / Monya Road / Nongqawuse Road,83,Umlazi - M / Umlazi - L,"-29,9745003514516","30,8708792897756",Southern,Ablution Facility Taps & 2 Standpipe,Ablution Facility,C&SW contractor,Planned,I0294,680,B1,0.0240841469020326,7.128923271241e-06
164,Umlazi - M - M5,M5,1103 Street / Nyambose Place,83,Umlazi - M,"-29,9707803269177","30,8694057285002",Southern,Ablution Facility Taps,Ablution Facility,C&SW contractor,Planned,I0293,216,B1,0.0123808682604635,1.82358439520597e-06
165,Umlazi - A - MX1,MX1,Nongqawuse Road,83,Umlazi - M / Umlazi - AA,"-29,9775277459024","30,876021824797",Southern,Ablution Facility Taps,Ablution Facility,C&SW contractor,Yes,I0142,231,B1,0.0115071040522642,2.69211048079567e-06
166,Umlazi - M - MX4 (Ekuthuleni),MX4 (Ekuthuleni),Emthethweni Road / Mkhovothi Road,83,Umlazi - M,"-29,9739566388366","30,8768866530001",Southern,Ablution Facility Taps,Ablution facility & Pit Privies,C&SW contractor,Yes,I0555,141,C,0.0134844286080665,1.16618821009223e-06
167,Umlazi - M - MX2,MX2,Maphitha Road,83,Umlazi - M,"-29,9756069455804","30,8792837725001",Southern,Ablution Facility Taps & 2 Standpipe,Ablution Facility,C&SW contractor,Yes,I0296,201,B1,0.0210077143081663,1.97561800133395e-06
168,Umlazi - L - LX2,LX2,Ematsheni Place,83,Umlazi - L,"-29,9652584794694","30,8671845050919",Southern,TBC,Pit Privies,C&SW contractor,Yes,I0287,77,B1,0.00593352370852803,4.25872657168183e-07
169,Umlazi - L - LX6 E ( Nyanda Park),LX6 E ( Nyanda Park),Bheka Road / Khalamazu Road,83,Umlazi - L,"-29,9706827678884","30,8650042730001",Southern,1 Standpipe,Pit Privies,C&SW contractor,Planned,I0702,28,B2,0.00170823790179489,1.21564927200122e-07
170,Umlazi - J - JX15,JX15,Mthombothi Avenue / Sinqawe Lane,78,Umlazi - J,"-29,9575068969602","30,8569128257375",Southern,Ablution Facility Taps,Ablution Facility,C&SW contractor,Planned,I0560,29,B2,0.00199336141129558,1.59717144669814e-07
171,Umlazi - J - J12,J12,Ngcongo Avenue,78,Umlazi - J,"-29,9577375988258","30,8589703425001",Southern,Ablution Facility Taps,Ablution Facility,C&SW contractor,Planned,I0259,48,B1,0.00641253168987843,3.97262232104613e-07
172,Umlazi - L - LX2 (Phola Park),"LX2 (Phola Park), Umlazi - Part 2",Bhabha Road,83,Umlazi - L,"-29,9681975956631","30,867226169565",Southern,TBC,Pit Privies,C&SW contractor,Yes,I0561,8,B2,0.00194845975603623,8.68798495229684e-08
173,Umlazi - N - N11,N11,Sosibo Place,85,Umlazi - N,"-29,9668022121477","30,8732250402081",Southern,TBC,Pit Privies,C&SW contractor,Yes,I0564,12,B2,0.00171759350638678,1.1236116040187e-07
174,Umlazi - M - M 7/MX14 (Emhlabeni),M 7/MX14 (Emhlabeni),Mshengu place / Nhlakanipho Place / Ntombazi Street,83/85,Umlazi - M,"-29,9676319316314","30,8729925652873",Southern,Ablution Facility Taps & 6 Standpipe,Ablution Facility,C&SW contractor,Planned,I0289,116,B1,0.0092915706013054,9.00310041855777e-07
175,Umlazi - M - M12,M12,Emthethweni Road / Mabhuda Road,83,Umlazi - M,"-29,9731117408751","30,8744342350552",Southern,Ablution Facility Taps & 4 Standpipe,Ablution Facility,C&SW contractor,Yes,I0291,304,B1,0.012032383641796,3.14204748263397e-06
176,Umlazi - M - MX15,MX15,Griffiths Mxenge Highway / Emthethweni Road,83,Umlazi - M,"-29,9627600009778","30,8694077509987",Southern,Ablution Facility Taps,Ablution Facility,C&SW contractor,Planned,I0295,119,B1,0.00520250883503595,5.82298569516832e-07
177,K2,K2,Sangcobe Road,78/83,Umlazi - K,"-29,9651125894965","30,8608117730001",Southern,TBC,TBC,C&SW contractor,Planned,I0279,24,B1,0.00358223467252134,1.58535375779591e-07
178,Umlazi - P - Nyathela Rd,Nyathela Rd,Nyathela Roadd,85,Umlazi - P,"-29,9774681458804","30,8808206996787",Southern,TBC,TBC,C&SW contractor,Planned,I0308,12,B1,0.00216334996126739,8.18581626672301e-08
179,Umlazi - M - H1 (Enkanini),H1 (Enkanini),Kind Dingane Road,83,Umlazi - M / Umlazi - H,"-29,9590011288737","30,8717854057501",Southern,Ablution Facility Taps & 1 Standpipe,Ablution facility & Pit Privies,C&SW contractor,Yes,I0812,70,C,0.00344415099543772,2.73345352729387e-07
180,Umlazi - L - L12,L12,1103 Street,83,Umlazi - L,"-29,9642870416635","30,8640097665001",Southern,TBC,TBC,C&SW contractor,Planned,I0817,75,B2,0.00870997135361051,5.34003485294016e-07
181,Umlazi - M - MX7 (Zamokuhle),MX7 (Zamokuhle),Malasi Street /  Zamokuhle Street / Emthethweni Road,83,Umlazi - M,"-29,9673623048868","30,8709878806758",Southern,Ablution Facility Taps & Standpipes,Ablution Facility,C&SW contractor,Planned,I0299,28,B1/A,0.00158094162082746,1.23937551959922e-07
182,Umlazi - L - L12 1 Overspill, ,Sinamuva Street,83,Umlazi - M,"-29,9634080930463","30,8655248559063",Southern,TBC,TBC,C&SW contractor,TBC,I0908,46,B1,0.00238406640100824,1.96935279788338e-07
183,Umlazi - AA - Chicago,"AA-Chicago, Umlazi - Part 6",Chicago Road,84,Umlazi - AA,"-29,9734703956472","30,8584955010001",Southern,Standpipes,Ablution Facility & Pit Privies,C&SW contractor,Yes,I0214,1128,B1,0.0336497061164903,9.78462621075071e-06
184,Umlazi - - L4 (A&B),L4 (A&B),Phola Crescent / Sakhisizwe Place,83,Umlazi - L,"-29,9718876648477","30,8601263372501",Southern,Ablution Facility Taps & 4 Standpipe,Ablution Facility,C&SW contractor,Yes,I0206,165,B1,0.0164183662248211,2.11496501806187e-06
185,Umlazi - A - AA X4 (Power),AAX4-Power station,Mugabe Road,84,Umlazi - AA / Umlazi - L,"-29,9745807245926","30,8638426665001",Southern,Ablution Facility Taps & Standpipes,Ablution Facility,C&SW contractor,Yes,I0211,420,B1,0.0171522118093017,2.75483953109409e-06
186,Umlazi - H - H7,H7,Senzangakhona Road,79,Umlazi - H,"-29,9448942417517","30,873695486",Southern,TBC,Pit Privies,C&SW contractor,Yes,I0253,122,B1,0.0142704291122782,9.79296107750786e-07
187,Umlazi - H - H1,H1,Sokesimbone Road,83,Umlazi - H,"-29,9557420149768","30,8666562687311",Southern,Ablution Facility Taps,Ablution Facility,C&SW contractor,Yes,I0846,57,B2,0.00372127020146055,2.23797332729773e-07
188,Umlazi - G - GX3,GX3,107810 Street / Bheki Mkhasibe Road,79,Umlazi - G,"-29,9430999933085","30,8783581089443",Southern,TBC,VIPs,C&SW contractor,Yes,I0248,46,A,0.00396549114460639,2.28719112451841e-07
189,Umlazi - G - GX4,GX4,Ndlulamithi Crescent,79,Umlazi - G,"-29,9421249744523","30,8781626090001",Southern,Ablution Facility Taps,Ablution Facility,C&SW contractor,Yes,I0249,490,A,0.052340033838066,4.09267681211249e-06
190,Umlazi - P - PX7,PX7,Mabopha Avenue / Umdoni Street,87/85,Umlazi - P,"-29,9704952037435","30,8893477627419",Southern,Ablution Facility Taps,Ablution Facility & Pit Privies,C&SW contractor,Planned,I0313,60,B1,0.0044482433998177,4.69539749294276e-07
191,Umlazi - N - N6,N6,Vusi Mtshali Drive / Mambo Avenue,85,Umlazi - M / Umlazi - N,"-29,9704032304018","30,8793229212353",Southern,TBC,Pit Privies,C&SW contractor,Yes,I0303,34,B1,0.00419442831558418,3.11483519953603e-07
192,Umlazi - N - Maponya 2, ,Maponya Street,82,Umlazi N,"-29,9593282003898","30,8810904649998",Southern,TBC,TBC,C&SW contractor,TBC,I0921,23,B1,0.0039395004581074,2.07971895019345e-07
193,Umlazi - Q - Q13 & 14 overspill, ,Maviyo Road / 109411 street,87,Umlazi Q,"-29,9841400248736","30,8907230535",Southern,TBC,TBC,C&SW contractor,TBC,I0922,49,B2,0.00534719374385347,3.4145374285167e-07
194,Umlazi - G -GX1,GX1,Chester Cele Crescent/ Indlulamithi Crescent,79,Umlazi - G,"-29,9486147112368","30,8814230687842",Southern,Ablution Facility Taps,Ablution Facility,C&SW contractor,Yes,I0250,12,A,0.00371299392155228,1.19362091904127e-07
195,Umlazi - - F1 Overspill, ,Inkanyamba Road,81/82,Umlazi - G / Umlazi - F,"-29,9520916463244","30,8890933284803",Southern,TBC,Pit Privies,C&SW contractor,Planned,I0838,23,C,0.00481202673209163,2.71847675327877e-07
196,Umlazi - Z - Z5,Z5,Malusi Cele Avenue / Iphupho Grove / Inqawe Circle,85,Umlazi - Z,"-29,9892345268211","30,8836389595693",Southern,Ablution Facility Taps & 3 Standpipe,Ablution Facility,C&SW contractor,Planned_street lights,I0355,37,A,0.0102060688561927,6.15134703635433e-07
197,Umlazi - U - U M H (Lusaka),U M H (Lusaka),South Spinal Road / Masihlangane Lane,85,Umlazi - U,"-29,9901542094528","30,8873694075001",Southern,3 standpipes,VIPs,C&SW contractor,Yes,I0335,47,A,0.00699424220003822,3.04329139237453e-07
198,Umlazi - Z - ZX1,ZX1,Mzwandile Close,85,Umlazi - Z,"-29,9915676185616","30,88290088475",Southern,TBC,Pit Privies,C&SW contractor,Planned,I0360,28,B1,0.00335048537386519,1.46894036346803e-07
199,Umlazi - A - AAX4 (Extension),AAX4-Extension,Mugabe Road,84,Umlazi - AA,"-29,9748608524192","30,8666058685001",Southern,Ablution Facility Taps,Ablution Facility,C&SW contractor,Yes,I0700,35,B2,0.00404031114326643,1.58421674563154e-07
200,Umlazi - M - MX3,MX3,Mqangala Road / Mkhovothi Road,83,Umlazi - M,"-29,975454914085","30,8764151983353",Southern,Ablution Facility Taps & 1 Standpipe,Ablution Facility,C&SW contractor,Yes,I0297,160,B1,0.0152287353021658,1.66027837331316e-06
201,Umlazi - J - JX8,JX8,Sgqoko Road,83,Umlazi - J / Umlazi - M,"-29,960145678435","30,8656998692501",Southern,Standpipes,Pit Privies,C&SW contractor,Yes,I0271,70,B1,0.00886404043977508,6.11622301784539e-07
202,Umlazi - M - M14(Shisa-Bhe),M14(Shisa-Bhe),Vusi Mtshali Drive / Hosiyana Streey,83,Umlazi - M,"-29,9706393353719","30,8759320275",Southern,Ablution Facility Taps & 2 Standpipe,Ablution Facility,C&SW contractor,Yes,I0292,233,B1,0.0207413162928292,1.69448393226967e-06
203,Umlazi - J Station, ,King Dingane Road,83/77,Umalzi J / Umlazi - M,"-29,9559426192374","30,8660130967225",Southern,Ablution Facility Taps & Standpipes,Ablution Facility,C&SW contractor,Planned,I0272,375,B1,0.0260396550515785,1.9124256028112e-06
204,Umlazi - H - HX2 Overspill,HX2 Overspill,Tsitsi Mashinini Road / 107930 Street,82,Umlazi - H,"-29,9491016982096","30,876899634924",Southern,TBC,VIPs,C&SW contractor,TBC,I0869,15,B2,0.00205986125522773,5.59164522644633e-08
205,Umlazi - P - PMH,PMH,Emthethweni Road / Zama Ngobo Avenue,85/83,Umlazi - P / Umlazi - M,"-29,9749839566495","30,8786397517502",Southern,TBC,Pit Privies,C&SW contractor,Yes,I0310,100,A,0.0105281297124548,8.74223891835725e-07
206,Umlazi - P - PX4,PX4,Bhubhubhu Road / Phambili Road / Mkhiwane Road,85,Umlazi - P / Umlazi - Q,"-29,9801433147603","30,8823367045001",Southern,Ablution Facility Taps,Ablution Facility,C&SW contractor,Yes,I0312,130,B1,0.0130216100583853,9.75795192660899e-07
207,Umlazi - G - GX5 (Ekuthuleni),GX5 (Ekuthuleni),Igwababa Crescent / Iphothwe Lane,79,Umlazi - G,"-29,9452716670502","30,8799406610001",Southern,TBC,Pit Privies,C&SW contractor,Yes,I0546,65,B2,0.00933666061211203,5.12408173897246e-07
208,Umlazi B10 - HX4 Overspill, ,122774 street / 107810 street,79,Umlazi H / Umlazi G,"-29,9415637296099","30,8753678247501",Southern,TBC,TBC,C&SW contractor,TBC,I0923,306,B2,0.0310135151230001,3.22910990328475e-06
209,Umlazi - H - HX3,HX3,109136 Street / Bheki Mkhasibe Road,79,Umlazi - H,"-29,9473376143329","30,8734717426092",Southern,TBC,VIPs,C&SW contractor,Yes,I0254,594,A,0.0591493991280097,4.35536009512231e-06
210,Umlazi - H - H3/H17,"H3/H17, HX17",Tsitsi Mashinini Road / 107930 Street,82,Umlazi - H,"-29,9515257695013","30,8725076275001",Southern,TBC,VIPs,C&SW contractor,Yes,I0252,185,B1,0.011551108028163,1.32075665808629e-06
211,Kwa Ntobela, ,300066 Street,99,Clansthal,"-30,1901270907437","30,7514857135735",Southern,TBC,Pit Privies,C&SW contractor,Planned,I0607,57,C,0.00871959694152592,5.3923731604281e-07
212,Umlazi - M - MX6 (Ekuphileni),MX6 (Ekuphileni),Esiphethwini Road / Viviyo Road / Mphathi Avenue,83/85,Umlazi - M,"-29,97262518296","30,8778561972501",Southern,Ablution Facility Taps & 2 Standpipe,Ablution Facilty,C&SW contractor,Yes,I0298,44,B1,0.0102810327324196,7.4098937491839e-07
213,Umlazi - A - A3,A3,Lucky Lushaba Road,80,Umlazi - A,"-29,956376901609","30,9139412345",Southern,Ablution Facility Taps & Standpipes,Ablution Facility,C&SW contractor,Yes,I0209,88,B1,0.0100428635768487,1.35610345153185e-06
214,Umlazi - B - BX9 (Emndeni II),BX9 (Emndeni II),Zimbali Road,80,Umlazi - B,"-29,9564286694132","30,9118109401866",Southern,Ablution Facility Taps & Standpipes,Ablution Facility,C&SW contractor,Yes,I0219,24,B1,0.00327428052270747,2.77479109735806e-07
215,Umlazi - B - BX6 (Emndeni I),BX6 (Emndeni I),Veni Yeni Road,80,Umlazi - B,"-29,9573070901411","30,9098718762501",Southern,Ablution Facility Taps & Standpipes,Ablution Facility,C&SW contractor,Yes,I0218,56,B1,0.00553125831707979,6.22515785425655e-07
216,Umlazi - A - A1,A1,Lucky Lushaba Road / Zimbali Road,80,Umlazi - A,"-29,9582084033284","30,9125301154363",Southern,Ablution Facility Taps & 1 Standpipe,Ablution Facility,C&SW contractor,Yes,I0208,39,B1,0.00474704704708904,3.7010237105996e-07
